fullName,Number,birthDate,currentAge,City,StateProvvince,birthCountry,height,weight,active,alternateCaptain,captain,rookie,rosterStatus,Team,Position,Long,Lat
David Perron,57,1988-05-28,35,Sherbrooke,QC,CAN,"6' 1""",196,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Left Wing,-71.89367400000000,45.4042669
Ben Chiarot,8,1991-05-09,32,Hamilton,ON,CAN,"6' 3""",232,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Defenseman,-79.8711024,43.2557206
Olli Maatta,2,1994-08-22,28,Jyväskylä,,FIN,"6' 2""",207,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Defenseman,25.7472567,62.2426034
Dominik Kubalik,81,1995-08-21,27,Plzen,,CZE,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Left Wing,13.3736371,49.7384314
Andrew Copp,18,1994-07-08,28,Ann Arbor,MI,USA,"6' 1""",199,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Center,-83.7430378,42.2808256
Dylan Larkin,71,1996-07-30,26,Waterford,MI,USA,"6' 1""",198,TRUE,FALSE,TRUE,FALSE,Y,Detroit Red Wings,Center,-83.4066132,42.6907443
Robby Fabbri,14,1996-01-22,27,Mississauga,ON,CAN,"5' 11""",185,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Center,-79.6441198,43.5890452
Jake Walman,96,1996-02-20,27,Toronto,ON,CAN,"6' 2""",215,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Defenseman,-79.3831843,43.653226
Ville Husso,35,1995-02-06,28,Helsinki,,FIN,"6' 3""",200,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Goalie,24.938379,60.16985570000000
Austin Czarnik,21,1992-12-12,30,Detroit,MI,USA,"5' 9""",170,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Center,-83.0457538,42.331427
Joe Veleno,90,2000-01-13,23,Montréal,QC,CAN,"6' 1""",203,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Center,-73.56739190000000,45.5018869
Filip Zadina,11,1999-11-27,23,Pardubice,,CZE,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Right Wing,15.7811994,50.0343092
Jonatan Berggren,52,2000-07-16,22,Uppsala,,SWE,"5' 11""",197,TRUE,FALSE,FALSE,TRUE,Y,Detroit Red Wings,Right Wing,17.6389267,59.85856380000000
Moritz Seider,53,2001-04-06,22,Zell,,DEU,"6' 4""",204,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Defenseman,7.1815373,50.02550130000000
Lucas Raymond,23,2002-03-28,21,Gothenburg,,SWE,"5' 11""",176,TRUE,FALSE,FALSE,FALSE,Y,Detroit Red Wings,Left Wing,11.97456,57.70887
Marco Kasper,92,2004-04-08,19,Innsbruck,,AUT,"6' 1""",183,TRUE,FALSE,FALSE,TRUE,Y,Detroit Red Wings,Center,11.4041024,47.2692124
Filip Forsberg,9,1994-08-13,28,Ostervala,,SWE,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,I,Nashville Predators,Left Wing,17.1799533,60.18083180000000
Ryan McDonagh,27,1989-06-13,34,St. Paul,MN,USA,"6' 1""",215,TRUE,TRUE,FALSE,FALSE,Y,Nashville Predators,Defenseman,-93.0899578,44.9537029
Roman Josi,59,1990-06-01,33,Bern,,CHE,"6' 1""",201,TRUE,FALSE,TRUE,FALSE,Y,Nashville Predators,Defenseman,7.4474468,46.9479739
Matt Duchene,95,1991-01-16,32,Haliburton,ON,CAN,"5' 11""",195,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Center,-78.5068228,45.0472004
Tyson Barrie,22,1991-07-26,31,Victoria,BC,CAN,"5' 11""",197,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Defenseman,-123.3656444,48.4284207
Colton Sissons,10,1993-11-05,29,North Vancouver,BC,CAN,"6' 1""",200,TRUE,TRUE,FALSE,FALSE,Y,Nashville Predators,Center,-123.0724139,49.3199816
Juuse Saros,74,1995-04-19,28,Forssa,,FIN,"5' 11""",180,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Goalie,23.6339467,60.81463190000000
Tommy Novak,82,1997-04-28,26,St. Paul,MN,USA,"6' 1""",179,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Center,-93.0899578,44.9537029
Jeremy Lauzon,3,1997-04-28,26,Val-d'Or,QC,CAN,"6' 1""",204,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Defenseman,-77.7967676,48.0987106
Yakov Trenin,13,1997-01-13,26,Chelyabinsk,,RUS,"6' 2""",201,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Center,61.4368431,55.1644419
Alexandre Carrier,45,1996-10-08,26,Quebec City,QC,CAN,"5' 11""",174,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Defenseman,-71.20745960000000,46.8130816
Dante Fabbro,57,1998-06-20,25,Coquitlam,BC,CAN,"6' 0""",189,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Defenseman,-122.7932065,49.2837626
Cody Glass,8,1999-04-01,24,Winnipeg,MB,CAN,"6' 3""",206,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Center,-97.1385145,49.8954221
Kevin Lankinen,32,1995-04-28,28,Helsinki,,FIN,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Goalie,24.938379,60.16985570000000
Juuso Parssinen,75,2001-02-01,22,Hameenlinna,,FIN,"6' 3""",212,TRUE,FALSE,FALSE,TRUE,Y,Nashville Predators,Center,24.4590243,60.9928787
Cole Smith,36,1995-10-28,27,Brainerd,MN,USA,"6' 3""",195,TRUE,FALSE,FALSE,FALSE,Y,Nashville Predators,Left Wing,-94.2020084,46.3526733
Jake Livingstone,23,1999-04-16,24,Creston,BC,CAN,"6' 3""",205,TRUE,FALSE,FALSE,TRUE,Y,Nashville Predators,Defenseman,-116.5135079,49.0955401
Robert Bortuzzo,41,1989-03-18,34,Thunder Bay,ON,CAN,"6' 4""",216,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,-89.2476823,48.3808951
Marco Scandella,6,1990-02-23,33,Montréal,QC,CAN,"6' 3""",212,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,-73.56739190000000,45.5018869
Brayden Schenn,10,1991-08-22,31,Saskatoon,SK,CAN,"6' 1""",199,TRUE,TRUE,FALSE,FALSE,Y,St. Louis Blues,Center,-106.6701577,52.157902
Nick Leddy,4,1991-03-20,32,Eden Prairie,MN,USA,"6' 0""",205,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,-93.47078600000000,44.8546856
Justin Faulk,72,1992-03-20,31,South St. Paul,MN,USA,"6' 0""",214,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,-93.0275802,44.8759802
Kevin Hayes,,1992-05-08,31,Dorchester,MA,USA,"6' 5""",216,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Right Wing,-71.06485290000000,42.29948480000000
Jordan Binnington,50,1993-07-11,29,Richmond Hill,ON,CAN,"6' 2""",172,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Goalie,-79.4402808,43.8828401
Brandon Saad,20,1992-10-27,30,Pittsburgh,PA,USA,"6' 1""",215,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Left Wing,-79.9958864,40.44062480000000
Torey Krug,47,1991-04-12,32,Livonia,MI,USA,"5' 9""",194,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,-83.35270970000000,42.36837
Colton Parayko,55,1993-05-12,30,St. Albert,AB,CAN,"6' 6""",228,TRUE,TRUE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,-113.6292701,53.6539037
Pavel Buchnevich,89,1995-04-17,28,Cherepovets,,RUS,"6' 1""",196,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Left Wing,37.9091811,59.132333
Nathan Walker,26,1994-02-07,29,Cardiff,,GBR,"5' 9""",187,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Left Wing,-3.1680962,51.483707
Jakub Vrana,15,1996-02-28,27,Prague,,CZE,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Left Wing,14.4378005,50.0755381
Kasperi Kapanen,42,1996-07-23,26,Kuopio,,FIN,"6' 1""",194,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Right Wing,27.6781725,62.89797000000000
Sammy Blais,79,1996-06-17,27,Montmagny,QC,CAN,"6' 2""",206,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Left Wing,-70.5565719,46.9801031
Jordan Kyrou,25,1998-05-05,25,Toronto,ON,CAN,"6' 1""",196,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Center,-79.3831843,43.653226
Robert Thomas,18,1999-07-02,24,Aurora,ON,CAN,"6' 0""",218,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Center,0.0,0.0
Calle Rosen,43,1994-02-02,29,Vaxjo,,SWE,"6' 1""",188,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Defenseman,14.8058522,56.8790044
Alexey Toropchenko,13,1999-06-25,24,Moscow,,RUS,"6' 6""",222,TRUE,FALSE,FALSE,FALSE,Y,St. Louis Blues,Right Wing,37.6173,55.755826
Jake Neighbours,63,2002-03-29,21,Calgary,AB,CAN,"6' 0""",201,TRUE,FALSE,FALSE,TRUE,Y,St. Louis Blues,Left Wing,-114.0718831,51.04473310000000
Jakob Pelletier,49,2001-03-07,22,Québec,QC,CAN,"5' 9""",170,TRUE,FALSE,FALSE,TRUE,Y,Calgary Flames,Left Wing,-71.20745960000000,46.8130816
Dustin Wolf,32,2001-04-16,22,Gilroy,CA,USA,"6' 0""",166,TRUE,FALSE,FALSE,TRUE,Y,Calgary Flames,Goalie,-121.5566373,37.0029828
Walker Duehr,71,1997-11-23,25,Sioux Falls,SD,USA,"6' 2""",210,TRUE,FALSE,FALSE,TRUE,Y,Calgary Flames,Right Wing,-96.731265,43.5460223
Mikael Backlund,11,1989-03-17,34,Vasteras,,SWE,"6' 0""",206,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,16.5448091,59.60990050000000
Jacob Markstrom,25,1990-01-31,33,Gavle,,SWE,"6' 6""",207,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Goalie,17.1412726,60.6748796
Nazem Kadri,91,1990-10-06,32,London,ON,CAN,"6' 0""",185,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,-81.2452768,42.9849233
Chris Tanev,8,1989-12-20,33,Toronto,ON,CAN,"6' 2""",193,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Defenseman,-79.3831843,43.653226
Blake Coleman,20,1991-11-28,31,Plano,TX,USA,"5' 11""",199,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,-96.6988856,33.0198431
Jonathan Huberdeau,10,1993-06-04,30,Saint-Jerome,QC,CAN,"6' 1""",200,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,-74.004948,45.775357
MacKenzie Weegar,52,1994-01-07,29,Ottawa,ON,CAN,"6' 0""",206,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Defenseman,-75.69719310000000,45.4215296
Elias Lindholm,28,1994-12-02,28,Boden,,SWE,"6' 1""",202,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,21.6887028,65.8251188
Nikita Zadorov,16,1995-04-16,28,Moscow,,RUS,"6' 6""",248,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Defenseman,37.6173,55.755826
Andrew Mangiapane,88,1996-04-04,27,Toronto,ON,CAN,"5' 10""",184,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Left Wing,-79.3831843,43.653226
Noah Hanifin,55,1997-01-25,26,Boston,MA,USA,"6' 3""",207,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Defenseman,-71.0588801,42.3600825
Rasmus Andersson,4,1996-10-27,26,Malmo,,SWE,"6' 1""",202,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Defenseman,13.003822,55.604981
Dan Vladar,80,1997-08-20,25,Prague,,CZE,"6' 5""",209,TRUE,FALSE,FALSE,TRUE,Y,Calgary Flames,Goalie,14.4378005,50.0755381
Dennis Gilbert,48,1996-10-30,26,Buffalo,NY,USA,"6' 2""",216,TRUE,FALSE,FALSE,TRUE,Y,Calgary Flames,Defenseman,-78.8783689,42.88644680000000
Dillon Dube,29,1998-07-20,24,Golden,BC,CAN,"5' 11""",185,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,-116.9631367,51.2961188
Adam Ruzicka,63,1999-05-11,24,Bratislava,,SVK,"6' 4""",215,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,17.1077477,48.1485965
Yegor Sharangovich,17,1998-06-06,25,Minsk,,BLR,"6' 2""",196,TRUE,FALSE,FALSE,FALSE,Y,Calgary Flames,Center,27.558972,53.9006011
Matt Coronato,39,2002-11-14,20,Greenlawn,NY,USA,"5' 10""",183,TRUE,FALSE,FALSE,TRUE,Y,Calgary Flames,Right Wing,-73.36511850000000,40.8689871
Sampo Ranta,75,2000-05-31,23,Naantali,,FIN,"6' 2""",195,TRUE,FALSE,FALSE,TRUE,Y,Colorado Avalanche,Left Wing,22.0250873,60.46608760000000
Jean-Luc Foudy,93,2002-05-13,21,Scarborough,ON,CAN,"5' 11""",177,TRUE,FALSE,FALSE,TRUE,Y,Colorado Avalanche,Center,-79.2317521,43.7764258
Ben Meyers,59,1998-11-15,24,Delano,MN,USA,"5' 11""",194,TRUE,FALSE,FALSE,TRUE,Y,Colorado Avalanche,Center,-93.7891331,45.0419073
Ryan Johansen,92,1992-07-31,30,Vancouver,BC,CAN,"6' 3""",218,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Center,-123.1207375,49.2827291
Josh Manson,42,1991-10-07,31,Hinsdale,IL,USA,"6' 3""",218,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Defenseman,-87.9370052,41.8008642
Kurtis MacDermid,56,1994-03-25,29,Sauble Beach,ON,CAN,"6' 5""",233,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Defenseman,-81.2650823,44.6296021
Artturi Lehkonen,62,1995-07-04,27,Piikkio,,FIN,"5' 11""",179,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Left Wing,22.5232337,60.42633250000000
Nathan MacKinnon,29,1995-09-01,27,Halifax,NS,CAN,"6' 0""",200,TRUE,TRUE,FALSE,FALSE,Y,Colorado Avalanche,Center,-63.1005273,44.8857087
Valeri Nichushkin,13,1995-03-04,28,Chelyabinsk,,RUS,"6' 4""",210,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Right Wing,61.4368431,55.1644419
Fredrik Olofsson,42,1996-05-27,27,Helsingborg,,SWE,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Left Wing,12.6945121,56.0464674
Devon Toews,7,1994-02-21,29,Abbotsford,BC,CAN,"6' 1""",191,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Defenseman,-122.3044697,49.0504377
Mikko Rantanen,96,1996-10-29,26,Nousiainen,,FIN,"6' 4""",215,TRUE,TRUE,FALSE,FALSE,Y,Colorado Avalanche,Right Wing,22.0825053,60.59900220000000
Samuel Girard,49,1998-05-12,25,Roberval,QC,CAN,"5' 10""",170,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Defenseman,-72.2219993,48.5187633
Ross Colton,79,1996-09-11,26,Robbinsville,NJ,USA,"6' 0""",194,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Center,-74.6195327,40.2162036
Cale Makar,8,1998-10-30,24,Calgary,AB,CAN,"5' 11""",187,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Defenseman,-114.0718831,51.04473310000000
Alexandar Georgiev,40,1996-02-10,27,Ruse,,BGR,"6' 1""",178,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Goalie,25.9656554,43.83557130000000
Pavel Francouz,39,1990-06-03,33,Plzen,,CZE,"6' 0""",179,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Goalie,13.3736371,49.7384314
Logan O'Connor,25,1996-08-14,26,Missouri City,TX,USA,"6' 0""",175,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Right Wing,-95.5377215,29.6185669
Bowen Byram,4,2001-06-13,22,Cranbrook,BC,CAN,"6' 1""",190,TRUE,FALSE,FALSE,FALSE,Y,Colorado Avalanche,Defenseman,-115.7694002,49.5129678
Evander Kane,91,1991-08-02,31,Vancouver,BC,CAN,"6' 2""",210,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Left Wing,-123.1207375,49.2827291
Mattias Ekholm,14,1990-05-24,33,Borlange,,SWE,"6' 4""",215,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Defenseman,15.433969,60.484304
Calvin Pickard,30,1992-04-15,31,Moncton,NB,CAN,"6' 1""",210,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Goalie,-64.7782313,46.0878165
Zach Hyman,18,1992-06-09,31,Toronto,ON,CAN,"6' 1""",211,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Left Wing,-79.3831843,43.653226
Jack Campbell,36,1992-01-09,31,Port Huron,MI,USA,"6' 3""",207,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Goalie,-82.42491420000000,42.9708634
Ryan Nugent-Hopkins,93,1993-04-12,30,Burnaby,BC,CAN,"6' 0""",195,TRUE,TRUE,FALSE,FALSE,Y,Edmonton Oilers,Center,-122.9805104,49.2488091
Cody Ceci,5,1993-12-21,29,Ottawa,ON,CAN,"6' 2""",210,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Defenseman,-75.69719310000000,45.4215296
Brett Kulak,27,1994-01-06,29,Edmonton,AB,CAN,"6' 1""",197,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Defenseman,-113.4937266,53.5460983
Mattias Janmark,26,1992-12-08,30,Danderyd,,SWE,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Center,18.0256382,59.4059401
Darnell Nurse,25,1995-02-04,28,Hamilton,ON,CAN,"6' 4""",221,TRUE,TRUE,FALSE,FALSE,Y,Edmonton Oilers,Defenseman,-79.8711024,43.2557206
Leon Draisaitl,29,1995-10-27,27,Cologne,,DEU,"6' 2""",208,TRUE,TRUE,FALSE,FALSE,Y,Edmonton Oilers,Center,6.9602786,50.937531
Warren Foegele,37,1996-04-01,27,Markham,ON,CAN,"6' 2""",198,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Left Wing,-79.3370188,43.8561002
Connor McDavid,97,1997-01-13,26,Richmond Hill,ON,CAN,"6' 1""",193,TRUE,FALSE,TRUE,FALSE,Y,Edmonton Oilers,Center,-79.4402808,43.8828401
Derek Ryan,10,1986-12-29,36,Spokane,WA,USA,"5' 10""",185,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Center,-117.4260466,47.6587802
Markus Niemelainen,80,1998-06-08,25,Kuopio,,FIN,"6' 6""",190,TRUE,FALSE,FALSE,TRUE,Y,Edmonton Oilers,Defenseman,27.6781725,62.89797000000000
Vincent Desharnais,73,1996-05-29,27,Laval,QC,CAN,"6' 6""",215,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Defenseman,-73.712409,45.6066487
Stuart Skinner,74,1998-11-01,24,Edmonton,AB,CAN,"6' 4""",206,TRUE,FALSE,FALSE,TRUE,Y,Edmonton Oilers,Goalie,-113.4937266,53.5460983
Ryan McLeod,71,1999-09-21,23,Mississauga,ON,CAN,"6' 2""",207,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Center,-79.6441198,43.5890452
Evan Bouchard,2,1999-10-20,23,Oakville,ON,CAN,"6' 3""",194,TRUE,FALSE,FALSE,FALSE,Y,Edmonton Oilers,Defenseman,-79.6876659,43.467517
Philip Broberg,86,2001-06-25,22,Orebro,,SWE,"6' 3""",199,TRUE,FALSE,FALSE,TRUE,Y,Edmonton Oilers,Defenseman,15.2134105,59.2752626
Dylan Holloway,55,2001-09-23,21,Calgary,AB,CAN,"6' 1""",203,TRUE,FALSE,FALSE,TRUE,Y,Edmonton Oilers,Left Wing,-114.0718831,51.04473310000000
Tanner Pearson,70,1992-08-10,30,Kitchener,ON,CAN,"6' 1""",201,TRUE,FALSE,FALSE,FALSE,I,Vancouver Canucks,Left Wing,-80.4925337,43.4516395
Tucker Poolman,5,1993-06-08,30,Dubuque,IA,USA,"6' 2""",199,TRUE,FALSE,FALSE,FALSE,I,Vancouver Canucks,Defenseman,-90.6677347,42.506348
Ilya Mikheyev,65,1994-10-10,28,Omsk,,RUS,"6' 2""",192,TRUE,FALSE,FALSE,FALSE,I,Vancouver Canucks,Right Wing,73.3645204,54.9913545
Tyler Myers,57,1990-02-01,33,Houston,TX,USA,"6' 8""",229,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Defenseman,-95.3698028,29.7604267
J.T. Miller,9,1993-03-14,30,East Palestine,OH,USA,"6' 1""",218,TRUE,TRUE,FALSE,FALSE,Y,Vancouver Canucks,Center,-80.5403469,40.8339509
Phillip Di Giuseppe,34,1993-10-09,29,Toronto,ON,CAN,"6' 0""",193,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Left Wing,-79.3831843,43.653226
Thatcher Demko,35,1995-12-08,27,San Diego,CA,USA,"6' 4""",192,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Goalie,-117.1610838,32.715738
Dakota Joshua,81,1996-05-15,27,Dearborn,MI,USA,"6' 3""",206,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Center,-83.17631450000000,42.3222599
Brock Boeser,6,1997-02-25,26,Burnsville,MN,USA,"6' 1""",208,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Right Wing,-93.27772260000000,44.7677424
Anthony Beauvillier,72,1997-06-08,26,Sorel-Tracy,QC,CAN,"5' 11""",180,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Left Wing,-73.112302,46.042825
Guillaume Brisebois,55,1997-07-21,25,Longueuil,QC,CAN,"6' 2""",175,TRUE,FALSE,FALSE,TRUE,Y,Vancouver Canucks,Defenseman,-73.4329187,45.5135059
Conor Garland,8,1996-03-11,27,Scituate,MA,USA,"5' 10""",165,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Right Wing,-70.7258633,42.195929
Filip Hronek,17,1997-11-02,25,Hradec Kralove,,CZE,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Defenseman,15.825211,50.2103605
Elias Pettersson,40,1998-11-12,24,Sundsvall,,SWE,"6' 2""",176,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Center,17.306927,62.390811
Jack Studnicka,18,1999-02-18,24,Windsor,ON,CAN,"6' 1""",187,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Center,-83.03636330000000,42.3149367
Sheldon Dries,15,1994-04-23,29,Macomb,MI,USA,"5' 9""",180,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Center,-82.92864280000000,42.6651965
Quinn Hughes,43,1999-10-14,23,Orlando,FL,USA,"5' 10""",180,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Defenseman,-81.3789269,28.5383832
Vitali Kravtsov,91,1999-12-23,23,Vladivostok,,RUS,"6' 3""",186,TRUE,FALSE,FALSE,TRUE,Y,Vancouver Canucks,Right Wing,131.9112975,43.1332484
Vasily Podkolzin,92,2001-06-24,22,Moscow,,RUS,"6' 1""",190,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Right Wing,37.6173,55.755826
Aidan McDonough,25,1999-11-06,23,Milton,MA,USA,"6' 3""",190,TRUE,FALSE,FALSE,TRUE,Y,Vancouver Canucks,Left Wing,-71.0661653,42.2495321
Nils Aman,88,2000-02-07,23,Avesta,,SWE,"6' 2""",179,TRUE,FALSE,FALSE,TRUE,Y,Vancouver Canucks,Center,16.1738399,60.14533000000000
Andrei Kuzmenko,96,1996-02-04,27,Yakutsk,,RUS,"5' 11""",194,TRUE,FALSE,FALSE,FALSE,Y,Vancouver Canucks,Left Wing,129.7422193,62.03969120000000
Akito Hirose,36,1999-04-09,24,Calgary,AB,CAN,"6' 0""",170,TRUE,FALSE,FALSE,TRUE,Y,Vancouver Canucks,Defenseman,-114.0718831,51.04473310000000
Cole McWard,48,2001-06-09,22,Fenton,MO,USA,"6' 1""",192,TRUE,FALSE,FALSE,TRUE,Y,Vancouver Canucks,Defenseman,-90.4429881,38.5126456
Urho Vaakanainen,5,1999-01-01,24,Joensuu,,FIN,"6' 2""",200,TRUE,FALSE,FALSE,FALSE,I,Anaheim Ducks,Defenseman,29.7635719,62.6010155
Adam Henrique,14,1990-02-06,33,Brantford,ON,CAN,"6' 0""",195,TRUE,TRUE,FALSE,FALSE,Y,Anaheim Ducks,Center,-80.2644254,43.1393867
Jakob Silfverberg,33,1990-10-13,32,Gavle,,SWE,"6' 1""",207,TRUE,TRUE,FALSE,FALSE,Y,Anaheim Ducks,Right Wing,17.1412726,60.6748796
Cam Fowler,4,1991-12-05,31,Windsor,ON,CAN,"6' 2""",215,TRUE,TRUE,FALSE,FALSE,Y,Anaheim Ducks,Defenseman,-83.03636330000000,42.3149367
Sam Carrick,39,1992-02-04,31,Markham,ON,CAN,"6' 0""",200,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Center,-79.3370188,43.8561002
John Gibson,36,1993-07-14,29,Pittsburgh,PA,USA,"6' 2""",210,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Goalie,-79.9958864,40.44062480000000
Ryan Strome,16,1993-07-11,29,Mississauga,ON,CAN,"6' 1""",191,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Center,-79.6441198,43.5890452
Brock McGinn,26,1994-02-02,29,Fergus,ON,CAN,"6' 0""",187,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Left Wing,0.0,0.0
Frank Vatrano,77,1994-03-14,29,East Longmeadow,MA,USA,"5' 11""",197,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Right Wing,-72.5125863,42.0645396
Colton White,45,1997-05-03,26,London,ON,CAN,"6' 1""",187,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Defenseman,-81.2452768,42.9849233
Troy Terry,19,1997-09-10,25,Denver,CO,USA,"6' 0""",185,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Right Wing,-104.990251,39.7392358
Max Jones,49,1998-02-17,25,Rochester,MI,USA,"6' 3""",216,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Left Wing,-83.1338214,42.680588
Isac Lundestrom,21,1999-11-06,23,Gallivare,,SWE,"6' 0""",193,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Center,20.6593618,67.1379
Lukas Dostal,1,2000-06-22,23,Brno,,CZE,"6' 2""",174,TRUE,FALSE,FALSE,TRUE,Y,Anaheim Ducks,Goalie,16.6068371,49.1950602
